5570 || Initialization 36
5570 || Initialization 79
5570 || 36 | 65 | 71 || 0.100000 0.099833 0.000000 2
5570 || 36 | 72 | 78 || 0.100000 0.099833 0.000000 2
5570 || 79 | 108 | 114 || 0.100000 0.099833 0.000000 1
5570 || 36 | 65 | 71 || 0.200000 0.198669 0.000000 2
5570 || 36 | 72 | 78 || 0.200000 0.198669 0.000000 2
5570 || 79 | 108 | 114 || 0.200000 0.198669 0.000000 1
5570 || 36 | 65 | 71 || 0.300000 0.295520 0.000000 2
5570 || 36 | 72 | 78 || 0.300000 0.295520 0.000000 2
5570 || 79 | 108 | 114 || 0.300000 0.295520 0.000000 1
5570 || 36 | 65 | 71 || 0.400000 0.389418 0.000000 2
5570 || 36 | 72 | 78 || 0.400000 0.389418 0.000000 2
5570 || 79 | 108 | 114 || 0.400000 0.389418 0.000000 1
5570 || 36 | 65 | 71 || 0.500000 0.479426 0.000000 2
5570 || 36 | 72 | 78 || 0.500000 0.479426 0.000000 2
5570 || 79 | 108 | 114 || 0.500000 0.479426 0.000000 1
5570 || 36 | 65 | 71 || 0.600000 0.564642 0.000000 2
5570 || 36 | 72 | 78 || 0.600000 0.564642 0.000000 2
5570 || 79 | 108 | 114 || 0.600000 0.564642 0.000000 1
5570 || 36 | 65 | 71 || 0.700000 0.644218 0.000000 2
5570 || 36 | 72 | 78 || 0.700000 0.644218 0.000000 2
5570 || 79 | 108 | 114 || 0.700000 0.644218 0.000000 1
5570 || 36 | 65 | 71 || 0.800000 0.717356 0.000000 2
5570 || 36 | 72 | 78 || 0.800000 0.717356 0.000000 2
5570 || 79 | 108 | 114 || 0.800000 0.717356 0.000000 1
5570 || 36 | 65 | 71 || 0.900000 0.783327 0.000000 2
5570 || 36 | 72 | 78 || 0.900000 0.783327 0.000000 2
5570 || 79 | 108 | 114 || 0.900000 0.783327 0.000000 1
5570 || 36 | 65 | 71 || 1.000000 0.841471 0.000000 2
5570 || 36 | 72 | 78 || 1.000000 0.841471 0.000000 2
5570 || 79 | 108 | 114 || 1.000000 0.841471 0.000000 1
5570 || 36 | 65 | 71 || 1.100000 0.891207 0.000000 2
5570 || 36 | 72 | 78 || 1.100000 0.891207 0.000000 2
5570 || 79 | 108 | 114 || 1.100000 0.891207 0.000000 1
5570 || 36 | 65 | 71 || 1.200000 0.932039 0.000000 2
5570 || 36 | 72 | 78 || 1.200000 0.932039 0.000000 2
5570 || 79 | 108 | 114 || 1.200000 0.932039 0.000000 1
5570 || 36 | 65 | 71 || 1.300000 0.963558 0.000000 2
5570 || 36 | 72 | 78 || 1.300000 0.963558 0.000000 2
5570 || 79 | 108 | 114 || 1.300000 0.963558 0.000000 1
5570 || 36 | 65 | 71 || 1.400000 0.985450 0.000000 2
5570 || 36 | 72 | 78 || 1.400000 0.985450 0.000000 2
5570 || 79 | 108 | 114 || 1.400000 0.985450 0.000000 1
5570 || 36 | 65 | 71 || 1.500000 0.997495 0.000000 2
5570 || 36 | 72 | 78 || 1.500000 0.997495 0.000000 2
5570 || 79 | 108 | 114 || 1.500000 0.997495 0.000000 1
5570 || 36 | 65 | 71 || 1.600000 0.999574 0.000000 2
5570 || 36 | 72 | 78 || 1.600000 0.999574 0.000000 2
5570 || 79 | 108 | 114 || 1.600000 0.999574 0.000000 1
5570 || 36 | 65 | 71 || 1.700000 0.991665 0.000000 2
5570 || 36 | 72 | 78 || 1.700000 0.991665 0.000000 2
5570 || 79 | 108 | 114 || 1.700000 0.991665 0.000000 1
5570 || 36 | 65 | 71 || 1.800000 0.973848 0.000000 2
5570 || 36 | 72 | 78 || 1.800000 0.973848 0.000000 2
5570 || 79 | 108 | 114 || 1.800000 0.973848 0.000000 1
5570 || 36 | 65 | 71 || 1.900000 0.946300 0.000000 2
5570 || 36 | 72 | 78 || 1.900000 0.946300 0.000000 2
5570 || 79 | 108 | 114 || 1.900000 0.946300 0.000000 1
5570 || 36 | 65 | 71 || 2.000000 0.909297 0.000000 2
5570 || 36 | 72 | 78 || 2.000000 0.909297 0.000000 2
5570 || 79 | 108 | 114 || 2.000000 0.909297 0.000000 1
5570 || 36 | 65 | 71 || 2.100000 0.863209 0.000000 2
5570 || 36 | 72 | 78 || 2.100000 0.863209 0.000000 2
5570 || 79 | 108 | 114 || 2.100000 0.863209 0.000000 1
5570 || 36 | 65 | 71 || 2.200000 0.808496 0.000000 2
5570 || 36 | 72 | 78 || 2.200000 0.808496 0.000000 2
5570 || 79 | 108 | 114 || 2.200000 0.808496 0.000000 1
5570 || 36 | 65 | 71 || 2.300000 0.745705 0.000000 2
5570 || 36 | 72 | 78 || 2.300000 0.745705 0.000000 2
5570 || 79 | 108 | 114 || 2.300000 0.745705 0.000000 1
5570 || 36 | 65 | 71 || 2.400000 0.675463 0.000000 2
5570 || 36 | 72 | 78 || 2.400000 0.675463 0.000000 2
5570 || 79 | 108 | 114 || 2.400000 0.675463 0.000000 1
5570 || 36 | 65 | 71 || 2.500000 0.598472 0.000000 2
5570 || 36 | 72 | 78 || 2.500000 0.598472 0.000000 2
5570 || 79 | 108 | 114 || 2.500000 0.598472 0.000000 1
5570 || 36 | 65 | 71 || 2.600000 0.515501 0.000000 2
5570 || 36 | 72 | 78 || 2.600000 0.515501 0.000000 2
5570 || 79 | 108 | 114 || 2.600000 0.515501 0.000000 1
5570 || 36 | 65 | 71 || 2.700000 0.427380 0.000000 2
5570 || 36 | 72 | 78 || 2.700000 0.427380 0.000000 2
5570 || 79 | 108 | 114 || 2.700000 0.427380 0.000000 1
5570 || 36 | 65 | 71 || 2.800000 0.334988 0.000000 2
5570 || 36 | 72 | 78 || 2.800000 0.334988 0.000000 2
5570 || 79 | 108 | 114 || 2.800000 0.334988 0.000000 1
5570 || 36 | 65 | 71 || 2.900000 0.239249 0.000000 2
5570 || 36 | 72 | 78 || 2.900000 0.239249 0.000000 2
5570 || 79 | 108 | 114 || 2.900000 0.239249 0.000000 1
5570 || 36 | 65 | 71 || 3.000000 0.141120 0.000000 2
5570 || 36 | 72 | 78 || 3.000000 0.141120 0.000000 2
5570 || 79 | 108 | 114 || 3.000000 0.141120 0.000000 1
5570 || 36 | 65 | 71 || 3.100000 0.041581 0.000000 2
5570 || 36 | 72 | 78 || 3.100000 0.041581 0.000000 2
5570 || 79 | 108 | 114 || 3.100000 0.041581 0.000000 1
5570 || 36 | 65 | 71 || 3.200000 -0.058374 0.000000 2
5570 || 36 | 72 | 78 || 3.200000 -0.058374 0.000000 2
5570 || 79 | 108 | 114 || 3.200000 -0.058374 0.000000 1
5570 || 36 | 65 | 71 || 3.300000 -0.157746 0.000000 2
5570 || 36 | 72 | 78 || 3.300000 -0.157746 0.000000 2
5570 || 79 | 108 | 114 || 3.300000 -0.157746 0.000000 1
5570 || 36 | 65 | 71 || 3.400000 -0.255541 0.000000 2
5570 || 36 | 72 | 78 || 3.400000 -0.255541 0.000000 2
5570 || 79 | 108 | 114 || 3.400000 -0.255541 0.000000 1
5570 || 36 | 65 | 71 || 3.500000 -0.350783 0.000000 2
5570 || 36 | 72 | 78 || 3.500000 -0.350783 0.000000 2
5570 || 79 | 108 | 114 || 3.500000 -0.350783 0.000000 1
5570 || 36 | 65 | 71 || 3.600000 -0.442520 0.000000 2
5570 || 36 | 72 | 78 || 3.600000 -0.442520 0.000000 2
5570 || 79 | 108 | 114 || 3.600000 -0.442520 0.000000 1
5570 || 36 | 65 | 71 || 3.700000 -0.529836 0.000000 2
5570 || 36 | 72 | 78 || 3.700000 -0.529836 0.000000 2
5570 || 79 | 108 | 114 || 3.700000 -0.529836 0.000000 1
5570 || 36 | 65 | 71 || 3.800000 -0.611858 0.000000 2
5570 || 36 | 72 | 78 || 3.800000 -0.611858 0.000000 2
5570 || 79 | 108 | 114 || 3.800000 -0.611858 0.000000 1
5570 || 36 | 65 | 71 || 3.900000 -0.687766 0.000000 2
5570 || 36 | 72 | 78 || 3.900000 -0.687766 0.000000 2
5570 || 79 | 108 | 114 || 3.900000 -0.687766 0.000000 1
5570 || 36 | 65 | 71 || 4.000000 -0.756802 0.000000 2
5570 || 36 | 72 | 78 || 4.000000 -0.756802 0.000000 2
5570 || 79 | 108 | 114 || 4.000000 -0.756802 0.000000 1
5570 || 36 | 65 | 71 || 4.100000 -0.818277 0.000000 2
5570 || 36 | 72 | 78 || 4.100000 -0.818277 0.000000 2
5570 || 79 | 108 | 114 || 4.100000 -0.818277 0.000000 1
5570 || 36 | 65 | 71 || 4.200000 -0.871576 0.000000 2
5570 || 36 | 72 | 78 || 4.200000 -0.871576 0.000000 2
5570 || 79 | 108 | 114 || 4.200000 -0.871576 0.000000 1
5570 || 36 | 65 | 71 || 4.300000 -0.916166 0.000000 2
5570 || 36 | 72 | 78 || 4.300000 -0.916166 0.000000 2
5570 || 79 | 108 | 114 || 4.300000 -0.916166 0.000000 1
5570 || 36 | 65 | 71 || 4.400000 -0.951602 0.000000 2
5570 || 36 | 72 | 78 || 4.400000 -0.951602 0.000000 2
5570 || 79 | 108 | 114 || 4.400000 -0.951602 0.000000 1
5570 || 36 | 65 | 71 || 4.500000 -0.977530 0.000000 2
5570 || 36 | 72 | 78 || 4.500000 -0.977530 0.000000 2
5570 || 79 | 108 | 114 || 4.500000 -0.977530 0.000000 1
5570 || 36 | 65 | 71 || 4.600000 -0.993691 0.000000 2
5570 || 36 | 72 | 78 || 4.600000 -0.993691 0.000000 2
5570 || 79 | 108 | 114 || 4.600000 -0.993691 0.000000 1
5570 || 36 | 65 | 71 || 4.700000 -0.999923 0.000000 2
5570 || 36 | 72 | 78 || 4.700000 -0.999923 0.000000 2
5570 || 79 | 108 | 114 || 4.700000 -0.999923 0.000000 1
5570 || 36 | 65 | 71 || 4.800000 -0.996165 0.000000 2
5570 || 36 | 72 | 78 || 4.800000 -0.996165 0.000000 2
5570 || 79 | 108 | 114 || 4.800000 -0.996165 0.000000 1
5570 || 36 | 65 | 71 || 4.900000 -0.982453 0.000000 2
5570 || 36 | 72 | 78 || 4.900000 -0.982453 0.000000 2
5570 || 79 | 108 | 114 || 4.900000 -0.982453 0.000000 1
